Agency_name,Park_name,Entrance,Date_year,Timeslot,Scheduled_count,Scheduled_date,Start_time,Date,Half_of_summer,Date_object,Day_type,Total_days_by_type,Park_id,Agency_id,Usage_class,ppb_multiplier,ppv_multiplier,Expansion_factor,Expanded_total,Year,Visitor Category,Visitors
Anoka County,Mississippi West Regional Park,2,August-19-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,112,1,Medium,26.3,2.67,6,1188,2018,Buses,0
Anoka County,Coon Rapids Dam Regional Park,4,August-13-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-13,2,2018-08-13,Weekday,68,3,1,High,26.3,2.67,12,34272,2018,Buses,0
Anoka County,Coon Rapids Dam Regional Park,3,August-20-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-20,2,2018-08-20,Weekday,68,3,1,Medium,26.3,2.67,12,5712,2018,Buses,0
Anoka County,Mississippi River Regional Trail,7,August-20-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-20,2,2018-08-20,Weekday,68,6,1,Low,1,1.76,36,4896,2018,Buses,0
Anoka County,Mississippi River Regional Trail,4,June-25-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-25,1,2018-06-25,Weekday,68,6,1,Medium,1,1.76,30,10200,2018,Buses,0
Anoka County,Rum River Central Regional Park,1,August-28-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-28,2,2018-08-28,Weekday,68,10,1,High,26.3,2.67,6,3268.08,2018,Buses,0
Anoka County,Lake George Regional Park,1,August-28-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-28,2,2018-08-28,Weekday,68,4,1,High,60,2.67,6,5446.799999999999,2018,Buses,0
Anoka County,Rum River Central Regional Park,1,August-22-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-22,2,2018-08-22,Weekday,68,10,1,High,26.3,2.67,6,13072.32,2018,Buses,0
Anoka County,Lake George Regional Park,1,August-22-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-22,2,2018-08-22,Weekday,68,4,1,High,60,2.67,6,28592.64,2018,Buses,0
Anoka County,Coon Rapids Dam Regional Park,1,August-27-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-27,2,2018-08-27,Weekday,68,3,1,High,26.3,2.67,12,40832.64,2018,Buses,0
Anoka County,Mississippi River Regional Trail,2,August-27-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-27,2,2018-08-27,Weekday,68,6,1,Medium,1,1.76,30,0,2018,Buses,0
Anoka County,Bunker Hills Regional Park,3,August-30-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-30,2,2018-08-30,Weekday,68,2,1,Medium,22,2.67,18,73440,2018,Buses,0
Anoka County,Coon Creek Regional Trail,6,August-30-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-30,2,2018-08-30,Weekday,68,107,1,Medium,0,0,24,50592,2018,Buses,0
Anoka County,Lake George Regional Park,5,August-27-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-27,2,2018-08-27,Weekday,68,4,1,Low,60,2.67,12,4080,2018,Buses,0
Anoka County,Coon Rapids Dam Regional Park,4,August-26-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,3,1,High,26.3,2.67,12,72864,2018,Buses,0
Anoka County,Mississippi River Regional Trail,5,August-26-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,6,1,Medium,1,1.76,30,40590,2018,Buses,0
Anoka County,Rum River Central Regional Park,1,August-25-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-25,2,2018-08-25,Weekend_holiday,33,10,1,High,26.3,2.67,6,33830.28,2018,Buses,0
Anoka County,Lake George Regional Park,4,August-25-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-25,2,2018-08-25,Weekend_holiday,33,4,1,Medium,60,2.67,12,5148,2018,Buses,0
Anoka County,Martin-Island-Linwood Regional Park,4,August-22-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-22,2,2018-08-22,Weekday,68,5,1,Medium,26.3,2.67,6,22464.48,2018,Buses,0
Anoka County,Martin-Island-Linwood Regional Park,4,August-19-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,5,1,Medium,26.3,2.67,6,31575.06,2018,Buses,0
Anoka County,Central Anoka County Regional Trail,2,August-19-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-19,2,2018-08-19,Weekend_holiday,33,75,1,Low,0,0,18,17820,2018,Buses,0
Anoka County,Rum River Regional Trail,3,August-19-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-19,2,2018-08-19,Weekend_holiday,33,109,1,Low,0,0,12,24552,2018,Buses,0
Anoka County,East Anoka County Regional Trail,5,August-18-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,108,1,Medium,0,0,10,6270,2018,Buses,0
Anoka County,Bunker Hills Regional Trail,1,August-18-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,110,1,Medium,0,0,12,51480,2018,Buses,0
Anoka County,Rice Creek North Regional Trail,7,September-2-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-09-02,2,2018-09-02,Weekend_holiday,33,9,1,Low,0,0,12,25740,2018,Buses,0
Anoka County,Rice Creek Chain of Lakes Park Reserve,10,September-2-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-09-02,2,2018-09-02,Weekend_holiday,33,8,1,Low,26.3,2.67,18,19602,2018,Buses,0
Anoka County,Lake George Regional Park,1,September-2-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-09-02,2,2018-09-02,Weekend_holiday,33,4,1,High,60,2.67,6,20815.739999999998,2018,Buses,0
Anoka County,Rum River Central Regional Park,1,September-2-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-09-02,2,2018-09-02,Weekend_holiday,33,10,1,High,26.3,2.67,6,10769.220000000001,2018,Buses,0
Anoka County,Bunker Hills Regional Trail,1,September-1-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-09-01,2,2018-09-01,Weekend_holiday,33,110,1,High,0,0,8,69960,2018,Buses,0
Anoka County,East Anoka County Regional Trail,3,September-1-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-09-01,2,2018-09-01,Weekend_holiday,33,108,1,High,0,0,10,7260,2018,Buses,0
Anoka County,Bunker Hills Regional Park,2,September-2-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-09-02,2,2018-09-02,Weekend_holiday,33,2,1,Low,22,2.67,30,7929.9,2018,Buses,0
Anoka County,Coon Creek Regional Trail,3,September-2-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-09-02,2,2018-09-02,Weekend_holiday,33,107,1,Medium,0,0,24,0,2018,Buses,0
Anoka County,Martin-Island-Linwood Regional Park,3,June-17-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,5,1,High,26.3,2.67,12,0,2018,Buses,0
Anoka County,Rum River Regional Trail,3,June-17-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,109,1,Low,0,0,12,2376,2018,Buses,0
Anoka County,Central Anoka County Regional Trail,2,June-17-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,75,1,Medium,0,0,6,396,2018,Buses,0
Anoka County,East Anoka County Regional Trail,4,June-17-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-17,1,2018-06-17,Weekend_holiday,33,108,1,High,0,0,10,1650,2018,Buses,0
Anoka County,Bunker Hills Regional Trail,3,June-17-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-17,1,2018-06-17,Weekend_holiday,33,110,1,High,0,0,8,3696,2018,Buses,0
Anoka County,Anoka County Riverfront Regional Park,4,September-1-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-09-01,2,2018-09-01,Weekend_holiday,33,1,1,Medium,26.3,2.67,14,4158,2018,Buses,0
Anoka County,Rice Creek West Regional Trail,9,September-1-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-09-01,2,2018-09-01,Weekend_holiday,33,7,1,Low,1,1.76,42,4158,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,4,June-3-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,11,2,High,72,2.93,6,13422.419999999998,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-2-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-02,1,2018-06-02,Weekend_holiday,33,140,2,High,1,1,9,8019,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,July-21-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,140,2,High,1,1,9,7722,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,4,July-14-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,11,2,High,72,2.93,6,7326,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-24-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-24,1,2018-06-24,Weekend_holiday,33,140,2,High,1,1,9,4752,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-24-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-24,1,2018-06-24,Weekend_holiday,33,140,2,High,1,1,9,7722,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-23-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-23,1,2018-06-23,Weekend_holiday,33,140,2,Low,1,1,12,0,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,1,June-19-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-19,1,2018-06-19,Weekday,68,11,2,High,72,2.93,6,5189.76,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-18-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-18,1,2018-06-18,Weekday,68,140,2,High,1,1,9,1836,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,3,June-17-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,140,2,High,1,1,9,5643,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-17-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,140,2,Medium,1,1,9,1485,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-17-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,140,2,Medium,1,1,9,5346,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,3,June-13-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-13,1,2018-06-13,Weekday,68,11,2,Low,72,2.93,30,20400,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,2,June-13-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-13,1,2018-06-13,Weekday,68,140,2,Low,1,1,12,1632,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,5,June-12-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-12,1,2018-06-12,Weekday,68,140,2,Medium,1,1,9,4896,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-11-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-11,1,2018-06-11,Weekday,68,140,2,High,1,1,9,3672,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,1,June-10-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-10,1,2018-06-10,Weekend_holiday,33,11,2,High,72,2.93,6,20401.920000000002,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-9-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,140,2,Low,1,1,12,396,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-6-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-06,1,2018-06-06,Weekday,68,140,2,High,1,1,9,3060,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-5-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-05,1,2018-06-05,Weekday,68,140,2,High,1,1,9,9792,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-5-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-05,1,2018-06-05,Weekday,68,140,2,High,1,1,9,4284,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,3,June-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-04,1,2018-06-04,Weekday,68,140,2,High,1,1,9,9180,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-3-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,140,2,High,1,1,9,3267,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,May-30-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-05-30,1,2018-05-30,Weekday,68,140,2,Low,1,1,12,1632,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,2,May-29-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-05-29,1,2018-05-29,Weekday,68,11,2,Medium,72,2.93,36,86585.76000000001,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,May-26-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-05-26,1,2018-05-26,Weekend_holiday,33,140,2,High,1,1,9,2376,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,May-26-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-05-26,1,2018-05-26,Weekend_holiday,33,140,2,High,1,1,9,2673,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,July-7-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,140,2,High,1,1,9,8613,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,3,July-7-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,140,2,Medium,1,1,9,8316,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,July-5-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-05,1,2018-07-05,Weekday,68,140,2,High,1,1,9,27540,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,July-5-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-05,1,2018-07-05,Weekday,68,140,2,High,1,1,9,15912,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,2,July-4-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,140,2,Low,1,1,12,792,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,July-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-04,1,2018-07-04,Weekend_holiday,33,140,2,Low,1,1,12,0,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-14-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-14,1,2018-06-14,Weekday,68,140,2,Medium,1,1,9,17748,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-9-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,140,2,Medium,1,1,9,1782,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,June-9-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-09,1,2018-06-09,Weekend_holiday,33,140,2,High,1,1,9,891,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,9,May-27-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-05-27,1,2018-05-27,Weekend_holiday,33,11,2,Medium,72,2.93,36,28013.040000000005,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-25-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-25,1,2018-06-25,Weekday,68,140,2,Medium,1,1,9,4284,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-25-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-25,1,2018-06-25,Weekday,68,140,2,Low,1,1,12,8976,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-30-2018,6:00-8:00 PM,No,6/23 6 pm,06:00 PM,2018-06-30,1,2018-06-30,Weekend_holiday,33,140,2,Low,1,1,12,3960,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,June-19-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-19,1,2018-06-19,Weekday,68,140,2,Medium,1,1,9,7344,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,1,July-5-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-05,1,2018-07-05,Weekday,68,11,2,High,72,2.93,6,45104.4,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,1,June-4-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-04,1,2018-06-04,Weekday,68,11,2,High,72,2.93,6,30028.799999999996,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,May-29-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-05-29,1,2018-05-29,Weekday,68,140,2,High,1,1,9,612,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,5,May-29-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-05-29,1,2018-05-29,Weekday,68,140,2,Medium,1,1,9,612,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,5,August-12-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,140,2,Low,1,1,12,2772,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,2,August-11-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,140,2,Low,1,1,12,1188,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,5,August-10-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-10,2,2018-08-10,Weekday,68,140,2,Low,1,1,12,5712,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,5,August-5-2018,8:00-10:00 AM,No,7/29 8 am,08:00 AM,2018-08-05,2,2018-08-05,Weekend_holiday,33,140,2,Low,1,1,12,3168,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,5,August-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,140,2,Medium,1,1,9,891,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,1,August-2-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-02,2,2018-08-02,Weekday,68,11,2,High,72,2.93,6,15597.840000000002,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,1,September-3-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-09-03,2,2018-09-03,Weekend_holiday,33,11,2,High,72,2.93,6,8118,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,7,August-26-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-26,2,2018-08-26,Weekend_holiday,33,11,2,Medium,72,2.93,36,17820,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,2,September-3-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-09-03,2,2018-09-03,Weekend_holiday,33,140,2,Low,1,1,12,4356,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,August-25-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-25,2,2018-08-25,Weekend_holiday,33,140,2,High,1,1,9,8316,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,August-25-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-25,2,2018-08-25,Weekend_holiday,33,140,2,High,1,1,9,10692,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,August-18-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,140,2,High,1,1,9,10098,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,10,August-17-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-17,2,2018-08-17,Weekday,68,11,2,Medium,72,2.93,36,26928,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,3,August-17-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-17,2,2018-08-17,Weekday,68,140,2,Medium,1,1,9,13464,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,5,August-10-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-10,2,2018-08-10,Weekday,68,11,2,Low,72,2.93,30,215179.2,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,August-2-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-02,2,2018-08-02,Weekday,68,140,2,High,1,1,9,4284,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,8,July-29-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,11,2,Low,72,2.93,30,6930,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,2,August-27-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-27,2,2018-08-27,Weekday,68,140,2,Low,1,1,12,7344,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,5,August-26-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,140,2,Medium,1,1,9,2673,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,August-26-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,140,2,High,1,1,9,2673,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,3,August-26-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,140,2,Medium,1,1,9,2079,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,1,August-19-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,140,2,Medium,1,1,9,10692,2018,Buses,0
Bloomington,Nokomis-Minnesota River Bluffs Regional Trail,4,August-15-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-15,2,2018-08-15,Weekday,68,140,2,High,1,1,9,20196,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,4,August-25-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-25,2,2018-08-25,Weekend_holiday,33,11,2,High,72,2.93,6,12616.559999999998,2018,Buses,0
Bloomington,Bush and Normandale Lakes Regional Park,1,August-15-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-15,2,2018-08-15,Weekday,68,11,2,High,72,2.93,6,15096,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,1,June-3-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,113,3,Medium,0,0,12,7920,2018,Buses,0
Carver County,Southwest Regional Trail,1,June-3-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-03,1,2018-06-03,Weekend_holiday,33,116,3,Low,1,1,15,8415,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,2,June-8-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-08,1,2018-06-08,Weekday,68,13,3,Low,59.42,2.99,12,8160,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,6,June-8-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-08,1,2018-06-08,Weekday,68,113,3,High,0,0,18,0,2018,Buses,0
Carver County,Southwest Regional Trail,3,June-8-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-08,1,2018-06-08,Weekday,68,116,3,High,1,1,9,1836,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,June-10-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-10,1,2018-06-10,Weekend_holiday,33,13,3,High,59.42,2.99,4,20523.36,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,2,June-17-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-17,1,2018-06-17,Weekend_holiday,33,13,3,Low,59.42,2.99,12,0,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,June-20-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-20,1,2018-06-20,Weekday,68,13,3,Medium,59.42,2.99,2,17892.16,2018,Buses,0
Carver County,Southwest Regional Trail,2,June-23-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,116,3,Low,1,1,15,14850,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,8,June-23-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,113,3,High,0,0,18,594,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,June-24-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-24,1,2018-06-24,Weekend_holiday,33,13,3,Medium,59.42,2.99,2,9867,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,2,June-25-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-25,1,2018-06-25,Weekday,68,113,3,Medium,0,0,12,5712,2018,Buses,0
Carver County,Southwest Regional Trail,2,June-25-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-25,1,2018-06-25,Weekday,68,116,3,Low,1,1,15,29580,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,6,June-30-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-06-30,1,2018-06-30,Weekend_holiday,33,113,3,High,0,0,18,5940,2018,Buses,0
Carver County,Southwest Regional Trail,2,June-30-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-30,1,2018-06-30,Weekend_holiday,33,116,3,High,1,1,9,1485,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,July-2-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-02,1,2018-07-02,Weekday,68,13,3,High,59.42,2.99,4,12240,2018,Buses,0
