Year,Park,agency,Entrance,totalsum,samclass,daytype,totalall,Biker,Pedskat,Vehicle,Bus,Horse,Boat,orgstart,gooddate,half,expfact,new2008ppv,newppb,day#s,carpeop,buspeop
2017,4,1,1,29206.98,1,1,147.51,4,2,53,0,0,0,1600,722,2,6,2.67,60,33,141.51,0
2017,4,1,1,44799.48,1,1,226.26,12,6,78,0,0,0,1000,723,2,6,2.67,60,33,208.26,0
2017,4,1,1,48967.62,1,2,121.81,3,4,43,0,0,0,1000,724,2,6,2.67,60,67,114.81,0
2017,4,1,1,52726.32,1,2,131.16,2,1,48,0,0,0,1000,731,2,6,2.67,60,67,128.16,0
2017,4,1,1,66143.88,1,1,334.06,10,9,118,0,0,0,1000,708,1,6,2.67,60,33,315.06,0
2017,4,1,1,68959.08,1,2,171.54,4,2,62,0,0,0,1600,710,1,6,2.67,60,67,165.54,0
2014,5,1,1,495,1,1,1,0,1,0,0,0,0,1400,901,2,15,3.19,26.3,33,0,0
2014,5,1,4,3176.28,2,2,5.19,2,0,1,0,0,0,1200,829,2,9,3.19,26.3,68,3.19,0
2014,5,1,2,3904.56,2,2,6.38,0,0,2,0,0,0,1000,723,2,9,3.19,26.3,68,6.38,0
2014,5,1,3,4950,1,1,10,3,7,0,0,0,0,800,713,1,15,3.19,26.3,33,0,0
2014,5,1,1,5624.28,2,2,9.19,1,5,1,0,0,0,1800,611,1,9,3.19,26.3,68,3.19,0
2014,5,1,2,5684.58,2,1,19.14,0,0,6,0,0,0,1000,727,2,9,3.19,26.3,33,19.14,0
2014,5,1,2,6534,2,1,22,10,12,0,0,0,0,1000,622,1,9,3.19,26.3,33,0,0
2014,5,1,2,7527.6,1,2,7.38,0,0,2,0,0,1,1200,606,1,15,3.19,26.3,68,6.38,0
2014,5,1,4,7537.86,2,1,25.38,0,19,2,0,0,0,1000,823,2,9,3.19,26.3,33,6.38,0
2014,5,1,4,10464.3,1,1,21.14,0,2,6,0,0,0,1800,615,1,15,3.19,26.3,33,19.14,0
2014,5,1,1,10587.6,1,2,10.38,0,4,2,0,0,0,1000,627,1,15,3.19,26.3,68,6.38,0
2014,5,1,1,12240,1,2,12,11,1,0,0,0,0,1400,818,2,15,3.19,26.3,68,0,0
2014,5,1,3,13622.4,1,1,27.52,0,2,8,0,0,0,1800,601,1,15,3.19,26.3,33,25.52,0
2014,5,1,3,13841.4,1,2,13.57,0,2,3,0,0,2,1000,716,1,15,3.19,26.3,68,9.57,0
2014,5,1,1,15300,1,2,15,8,7,0,0,0,0,1400,818,2,15,3.19,26.3,68,0,0
2014,5,1,4,19135.2,1,2,18.76,0,6,4,0,0,0,1400,625,1,15,3.19,26.3,68,12.76,0
2014,5,1,3,20787.6,1,2,20.38,2,12,2,0,0,0,1400,602,1,15,3.19,26.3,68,6.38,0
2014,5,1,3,59301,1,1,119.8,0,56,20,0,0,0,1600,608,1,15,3.19,26.3,33,63.8,0
2015,5,1,4,0,1,2,0,0,0,0,0,0,0,1800,602,1,15,3.19,26.3,68,0,0
2015,5,1,4,0,1,2,0,0,0,0,0,0,0,1400,825,2,15,3.19,26.3,68,0,0
2015,5,1,2,1004.85,2,1,3.19,0,0,1,0,0,0,800,712,1,9,3.19,26.3,35,3.19,0
2015,5,1,4,6539.4,2,1,20.76,0,8,4,0,0,0,800,816,2,9,3.19,26.3,35,12.76,0
2015,5,1,2,9043.65,2,1,28.71,0,0,9,0,0,0,1000,905,2,9,3.19,26.3,35,28.71,0
2015,5,1,1,9224.25,1,1,17.57,3,5,3,0,0,0,1400,816,2,15,3.19,26.3,35,9.57,0
2015,5,1,3,10048.5,1,1,19.14,0,0,6,0,0,0,1400,712,1,15,3.19,26.3,35,19.14,0
2015,5,1,4,11597.4,2,2,18.95,3,0,5,0,0,0,1000,708,1,9,3.19,26.3,68,15.95,0
2015,5,1,2,11713.68,2,2,19.14,0,0,6,0,0,0,1000,727,2,9,3.19,26.3,68,19.14,0
2015,5,1,1,13665.96,2,2,22.33,0,0,7,0,0,0,1800,708,1,9,3.19,26.3,68,22.33,0
2015,5,1,1,14473.8,1,2,14.19,1,10,1,0,0,0,1600,605,1,15,3.19,26.3,68,3.19,0
2015,5,1,4,22776.6,1,2,22.33,0,0,7,0,0,0,1400,706,1,15,3.19,26.3,68,22.33,0
2015,5,1,4,26097.75,2,1,82.85,0,35,15,0,0,0,1000,711,1,9,3.19,26.3,35,47.85,0
2015,5,1,3,26796,1,1,51.04,0,0,16,0,0,0,1800,703,1,15,3.19,26.3,35,51.04,0
2015,5,1,4,54395.25,1,1,103.61,0,43,19,0,0,0,1400,627,1,15,3.19,26.3,35,60.61,0
2016,5,1,1,0,1,1,0,0,0,0,0,0,0,1200,611,1,15,3.19,26.3,33,0,0
2016,5,1,1,0,1,2,0,0,0,0,0,0,0,1000,719,2,15,3.19,26.3,67,0,0
2016,5,1,2,0,1,2,0,0,0,0,0,0,0,1200,531,1,15,3.19,26.3,67,0,0
2016,5,1,1,2526.57,2,2,4.19,0,1,1,0,0,0,1800,617,1,9,3.19,26.3,67,3.19,0
2016,5,1,1,4210.95,1,2,4.19,0,1,1,0,0,0,1400,722,2,15,3.19,26.3,67,3.19,0
2016,5,1,1,7000.29,2,1,23.57,3,11,3,0,0,0,1800,710,1,9,3.19,26.3,33,9.57,0
2016,5,1,2,9617.85,2,2,15.95,0,0,5,0,0,0,1000,608,1,9,3.19,26.3,67,15.95,0
2016,5,1,2,11369.16,2,1,38.28,0,0,12,0,0,0,1000,827,2,9,3.19,26.3,33,38.28,0
2016,5,1,4,12572.01,2,1,42.33,6,14,7,0,0,0,800,730,2,9,3.19,26.3,33,22.33,0
2016,5,1,4,17300.25,2,1,58.25,0,16,5,1,0,0,1000,528,1,9,3.19,26.3,33,15.95,26.3
2016,5,1,2,25006.41,2,2,41.47,0,0,13,0,0,0,1000,825,2,9,3.19,26.3,67,41.47,0
2016,5,1,2,44213.4,1,1,89.32,0,0,28,0,0,0,1400,828,2,15,3.19,26.3,33,89.32,0
2016,5,1,3,51311.7,1,1,103.66,3,29,14,0,0,27,1800,724,2,15,3.19,26.3,33,44.66,0
2016,5,1,3,57757.35,1,2,57.47,0,10,13,0,0,6,1400,606,1,15,3.19,26.3,67,41.47,0
2017,5,1,1,0,3,2,0,0,0,0,0,0,0,1600,630,1,6,2.67,26.3,67,0,0
2017,5,1,1,0,3,2,0,0,0,0,0,0,0,1600,719,2,6,2.67,26.3,67,0,0
2017,5,1,4,0,2,1,0,0,0,0,0,0,0,800,528,1,6,2.67,26.3,33,0,0
2017,5,1,1,924.66,3,1,4.67,1,1,1,0,0,0,800,708,1,6,2.67,26.3,33,2.67,0
2017,5,1,1,2971.98,3,1,15.01,0,7,3,0,0,0,1800,723,2,6,2.67,26.3,33,8.01,0
2017,5,1,4,3435.3,2,1,17.35,0,4,5,0,0,0,800,812,2,6,2.67,26.3,33,13.35,0
2017,5,1,4,7376.7,2,2,18.35,0,5,5,0,0,0,1200,810,2,6,2.67,26.3,67,13.35,0
2017,5,1,2,7401.24,1,1,18.69,0,0,7,0,0,0,1800,709,1,12,2.67,26.3,33,18.69,0
2017,5,1,3,7401.24,1,1,18.69,0,0,7,0,0,0,1800,820,2,12,2.67,26.3,33,18.69,0
2017,5,1,2,10733.4,1,2,13.35,0,0,5,0,0,0,1600,731,2,12,2.67,26.3,67,13.35,0
2017,5,1,2,15026.76,1,2,18.69,0,0,7,0,0,0,1800,707,1,12,2.67,26.3,67,18.69,0
2017,5,1,3,16113.24,1,1,40.69,1,21,7,0,0,0,1800,529,1,12,2.67,26.3,33,18.69,0
2017,5,1,2,16917.12,1,1,42.72,0,0,16,0,0,0,1600,805,2,12,2.67,26.3,33,42.72,0
2017,5,1,2,21466.8,1,2,26.7,0,0,10,0,0,0,1800,623,1,12,2.67,26.3,67,26.7,0
2017,5,1,4,22540.14,2,2,56.07,0,0,21,0,0,0,1800,712,1,6,2.67,26.3,67,56.07,0
2017,5,1,3,30857.52,1,2,38.38,1,0,14,0,0,0,1400,616,1,12,2.67,26.3,67,37.38,0
2017,5,1,3,76622.04,1,1,193.49,0,68,47,0,0,0,1600,701,1,12,2.67,26.3,33,125.49,0
2014,6,1,5,858,1,1,2,0,2,0,0,0,0,1000,607,1,13,1.92,1,33,0,0
2014,6,1,5,1716,1,1,4,0,4,0,0,0,0,1400,706,1,13,1.92,1,33,0,0
2014,6,1,4,2040,2,2,2,0,2,0,0,0,0,1200,605,1,15,1.92,1,68,0,0
2014,6,1,5,2574,1,1,6,2,4,0,0,0,0,1000,831,2,13,1.92,1,33,0,0
2014,6,1,6,4455,2,1,9,2,7,0,0,0,0,1200,817,2,15,1.92,1,33,0,0
2014,6,1,2,5100,2,2,5,1,4,0,0,0,0,1200,819,2,15,1.92,1,68,0,0
2014,6,1,4,7293,1,1,17,2,15,0,0,0,0,1600,704,1,13,1.92,1,33,0,0
2014,6,1,2,8580,1,1,20,7,13,0,0,0,0,1600,810,2,13,1.92,1,33,0,0
2014,6,1,1,9520,3,2,7,4,3,0,0,0,0,1000,828,2,20,1.92,1,68,0,0
2014,6,1,5,9724,1,2,11,1,10,0,0,0,0,1400,612,1,13,1.92,1,68,0,0
2014,6,1,2,10880,3,2,8,4,4,0,0,0,0,800,529,1,20,1.92,1,68,0,0
2014,6,1,1,13260,1,2,15,12,3,0,0,0,0,1600,731,2,13,1.92,1,68,0,0
2014,6,1,2,14144,1,2,16,3,13,0,0,0,0,1600,611,1,13,1.92,1,68,0,0
2014,6,1,1,15028,1,2,17,13,4,0,0,0,0,1800,709,1,13,1.92,1,68,0,0
2014,6,1,1,16335,2,1,33,26,7,0,0,0,0,1400,525,1,15,1.92,1,33,0,0
2014,6,1,1,16500,3,1,25,21,4,0,0,0,0,1000,720,2,20,1.92,1,33,0,0
2014,6,1,1,20332,1,2,23,20,3,0,0,0,0,1600,718,2,13,1.92,1,68,0,0
2014,6,1,3,25080,3,1,38,35,3,0,0,0,0,800,524,1,20,1.92,1,33,0,0
2015,6,1,5,0,2,2,0,0,0,0,0,0,0,800,904,2,15,1.92,1,68,0,0
2015,6,1,8,0,3,2,0,0,0,0,0,0,0,800,623,1,20,1.92,1,68,0,0
2015,6,1,5,455,1,1,1,1,0,0,0,0,0,1200,711,1,13,1.92,1,35,0,0
2015,6,1,4,1400,3,1,2,0,2,0,0,0,0,1000,627,1,20,1.92,1,35,0,0
2015,6,1,3,2730,1,1,6,6,0,0,0,0,0,1600,712,1,13,1.92,1,35,0,0
2015,6,1,1,4095,1,1,9,4,5,0,0,0,0,1800,823,2,13,1.92,1,35,0,0
2015,6,1,3,7140,2,2,7,5,2,0,0,0,0,1400,612,1,15,1.92,1,68,0,0
2015,6,1,5,7735,1,1,17,0,17,0,0,0,0,1600,524,1,13,1.92,1,35,0,0
2015,6,1,1,9724,1,2,11,3,8,0,0,0,0,1600,819,2,13,1.92,1,68,0,0
2015,6,1,4,9724,1,2,11,3,8,0,0,0,0,1600,820,2,13,1.92,1,68,0,0
2015,6,1,4,11550,2,1,22,13,9,0,0,0,0,1400,606,1,15,1.92,1,35,0,0
2015,6,1,8,11900,3,1,17,6,11,0,0,0,0,1600,823,2,20,1.92,1,35,0,0
2015,6,1,3,15028,1,2,17,1,16,0,0,0,0,1600,707,1,13,1.92,1,68,9.6,0
2015,6,1,5,15028,1,2,17,6,11,0,0,0,0,1600,713,1,13,1.92,1,68,0,0
2015,6,1,6,15750,2,1,30,18,12,0,0,0,0,800,809,2,15,1.92,1,35,0,0
2015,6,1,3,16320,3,2,12,6,6,0,0,0,0,1000,810,2,20,1.92,1,68,0,6
2015,6,1,2,20475,1,1,45,17,28,0,0,0,0,1800,830,2,13,1.92,1,35,0,0
2015,6,1,1,24752,1,2,28,24,4,0,0,0,0,1800,810,2,13,1.92,1,68,0,0
2015,6,1,2,30940,1,2,35,21,14,0,0,0,0,1800,623,1,13,1.92,1,68,0,0
2016,6,1,5,1742,1,2,0,0,2,0,0,0,0,1600,728,2,13,1.92,1,67,9.6,0
2016,6,1,6,2772,2,1,4,1,3,0,0,0,0,1000,904,2,21,1.92,1,33,0,0
2016,6,1,5,4355,1,2,5,0,5,0,0,0,0,1400,705,1,13,1.92,1,67,0,0
2016,6,1,6,7035,2,2,5,5,0,0,0,0,0,1200,707,1,21,1.92,1,67,0,0
2016,6,1,5,7839,1,2,9,1,8,0,0,0,0,1400,713,1,13,1.92,1,67,0,0
2016,6,1,1,9581,1,2,11,7,4,0,0,0,0,1600,812,2,13,1.92,1,67,0,0
2016,6,1,3,10452,3,2,6,3,3,0,0,0,0,1000,901,2,26,1.92,1,67,0,0
2016,6,1,5,11154,1,1,26,6,20,0,0,0,0,1400,709,1,13,1.92,1,33,0,0
2016,6,1,1,12474,2,1,18,0,18,0,0,0,0,1400,903,2,21,1.92,1,33,19.2,0
2016,6,1,2,13860,2,1,20,18,2,0,0,0,0,1400,618,1,21,1.92,1,33,0,0
2016,6,1,1,14157,1,1,33,27,6,0,0,0,0,1600,529,1,13,1.92,1,33,0,0
2016,6,1,9,17160,3,1,20,12,8,0,0,0,0,1600,612,1,26,1.92,1,33,0,0
2016,6,1,1,17420,1,2,20,16,4,0,0,0,0,1600,729,2,13,1.92,1,67,0,0
2016,6,1,1,18291,1,2,21,20,1,0,0,0,0,1600,701,1,13,1.92,1,67,0,0
2016,6,1,1,19698,2,2,14,10,4,0,0,0,0,1200,826,2,21,1.92,1,67,0,0
2016,6,1,1,21450,1,1,50,12,38,0,0,0,0,1600,626,1,13,1.92,1,33,0,0
2017,6,1,5,0,2,2,0,0,0,0,0,0,0,1000,705,1,30,1.76,1,67,0,0
2017,6,1,7,0,3,2,0,0,0,0,0,0,0,1000,710,1,34,1.76,1,67,0,0
2017,6,1,8,0,3,1,0,0,0,0,0,0,0,1600,528,1,34,1.76,1,33,0,0
2017,6,1,8,0,3,1,0,0,0,0,0,0,0,1400,625,1,34,1.76,1,33,0,0
2017,6,1,9,0,3,1,0,0,0,0,0,0,0,1200,813,2,34,1.76,1,33,0,0
2017,6,1,9,0,3,2,0,0,0,0,0,0,0,1400,816,2,34,1.76,1,67,0,0
2017,6,1,2,4020,2,2,2,0,2,0,0,0,0,1200,728,2,30,1.76,1,67,0,0
2017,6,1,2,5940,2,1,6,4,2,0,0,0,0,1800,527,1,30,1.76,1,33,0,0
2017,6,1,5,8910,2,1,9,5,4,0,0,0,0,1200,624,1,30,1.76,1,33,0,0
2017,6,1,11,13464,3,1,12,11,1,0,0,0,0,1200,820,2,34,1.76,1,33,0,0
2017,6,1,4,19800,2,1,20,14,6,0,0,0,0,1600,722,2,30,1.76,1,33,0,0
2017,6,1,9,25058,3,2,11,7,4,0,0,0,0,1400,727,2,34,1.76,1,67,0,0
2017,6,1,3,38726,3,2,17,4,13,0,0,0,0,1800,602,1,34,1.76,1,67,0,0
2014,7,1,9,1632,3,2,1,0,1,0,0,0,0,1200,822,2,24,1.92,1,68,0,0
2014,7,1,13,5115,2,1,5,1,4,0,0,0,0,1600,601,1,31,1.92,1,33,13.44,0
2014,7,1,2,7344,1,2,6,4,2,0,0,0,0,1400,808,2,18,1.92,1,68,0,0
2014,7,1,8,8910,1,1,15,4,11,0,0,0,0,1600,704,1,18,1.92,1,33,0,0
2014,7,1,8,11286,1,1,19,10,9,0,0,0,0,1600,524,1,18,1.92,1,33,0,0
2014,7,1,11,12240,1,2,10,2,8,0,0,0,0,1000,709,1,18,1.92,1,68,0,0
2014,7,1,13,12276,2,1,12,7,5,0,0,0,0,1000,726,2,31,1.92,1,33,5.76,0
2014,7,1,9,14322,2,1,14,4,10,0,0,0,0,1600,629,1,31,1.92,1,33,0,0
2014,7,1,2,29106,1,1,49,45,4,0,0,0,0,1400,621,1,18,1.92,1,33,0,0
2014,7,1,11,31482,1,1,53,23,30,0,0,0,0,1200,719,2,18,1.92,1,33,0,0
2014,7,1,1,34848,3,1,44,21,23,0,0,0,0,1000,727,2,24,1.92,1,33,0,0
2014,7,1,2,35805,2,1,35,16,19,0,0,0,0,1000,802,2,31,1.92,1,33,0,0
2014,7,1,10,42840,1,2,35,13,22,0,0,0,0,1600,606,1,18,1.92,1,68,0,0
2014,7,1,2,50592,2,2,24,18,6,0,0,0,0,1000,624,1,31,1.92,1,68,0,0
2014,7,1,14,52700,2,2,25,17,8,0,0,0,0,1000,724,2,31,1.92,1,68,3.84,0
2014,7,1,2,58752,1,2,48,39,9,0,0,0,0,1400,613,1,18,1.92,1,68,0,0
2014,7,1,2,61200,1,2,50,30,20,0,0,0,0,1600,723,2,18,1.92,1,68,0,0
2015,7,1,9,0,3,1,0,0,0,0,0,0,0,1400,906,2,22,1.92,1,35,0,0
2015,7,1,13,2030,2,1,2,0,2,0,0,0,0,1200,704,1,29,1.92,1,35,0,0
2015,7,1,13,2030,2,1,2,0,2,0,0,0,0,1200,704,1,29,1.92,1,35,0,0
2015,7,1,13,7888,2,2,4,0,4,0,0,0,0,1000,528,1,29,1.92,1,68,0,0
2015,7,1,4,10780,3,1,14,4,10,0,0,0,0,800,613,1,22,1.92,1,35,0,0
2015,7,1,11,11760,1,1,16,0,16,0,0,0,0,1200,620,1,21,1.92,1,35,0,0
2015,7,1,2,13230,1,1,18,5,13,0,0,0,0,1400,809,2,21,1.92,1,35,0,0
2015,7,1,9,14960,3,2,10,0,10,0,0,0,0,1000,616,1,22,1.92,1,68,0,0
2015,7,1,4,19110,1,1,26,12,14,0,0,0,0,1600,712,1,21,1.92,1,35,0,0
2015,7,1,11,19110,1,1,26,16,10,0,0,0,0,1200,711,1,21,1.92,1,35,0,0
2015,7,1,2,19992,1,2,14,8,6,0,0,0,0,1400,625,1,21,1.92,1,68,0,0
2015,7,1,8,20056.4,2,1,19.76,6,8,3,0,0,0,1400,719,2,29,1.92,1,35,5.76,0
2015,7,1,11,24276,1,2,17,2,15,0,0,0,0,1000,831,2,21,1.92,1,68,0,0
2015,7,1,3,28424,3,2,19,16,3,0,0,0,0,1600,812,2,22,1.92,1,68,0,0
2015,7,1,2,32844,1,2,23,10,13,0,0,0,0,1400,810,2,21,1.92,1,68,0,0
2015,7,1,4,37468,2,2,19,3,16,0,0,0,0,1400,819,2,29,1.92,1,68,0,0
2015,7,1,4,41412,1,2,29,7,22,0,0,0,0,1600,619,1,21,1.92,1,68,0,0
2015,7,1,2,62832,1,2,44,30,14,0,0,0,0,1400,729,2,21,1.92,1,68,0,0
2015,7,1,7,118524,1,2,83,37,46,0,0,0,0,1600,713,1,21,1.92,1,68,0,0
2016,7,1,5,0,1,2,0,0,0,0,0,0,0,1600,614,1,21,1.92,1,67,0,0
2016,7,1,9,0,2,1,0,0,0,0,0,0,0,1600,528,1,29,1.92,1,33,0,0
2016,7,1,13,0,2,2,0,0,0,0,0,0,0,1000,809,2,29,1.92,1,67,0,0
2016,7,1,4,2079,1,1,3,3,0,0,0,0,0,1600,814,2,21,1.92,1,33,0,0
2016,7,1,10,4221,1,2,3,1,2,0,0,0,0,1600,713,1,21,1.92,1,67,0,0
2016,7,1,13,5829,2,2,3,0,3,0,0,0,0,1400,720,2,29,1.92,1,67,0,0
2016,7,1,9,5896,3,2,4,3,1,0,0,0,0,1400,901,2,22,1.92,1,67,0,0
2016,7,1,12,5896,3,2,4,0,4,0,0,0,0,800,613,1,22,1.92,1,67,0,0
2016,7,1,13,7656,2,1,8,3,5,0,0,0,0,1200,611,1,29,1.92,1,33,0,0
2016,7,1,11,8316,1,1,12,8,4,0,0,0,0,1400,618,1,21,1.92,1,33,0,0
2016,7,1,5,9438,3,1,13,3,10,0,0,0,0,1000,903,2,22,1.92,1,33,0,0
2016,7,1,4,14070,1,2,10,3,7,0,0,0,0,1600,725,2,21,1.92,1,67,0,0
2016,7,1,8,14070,1,2,10,3,7,0,0,0,0,1800,722,2,21,1.92,1,67,0,0
2016,7,1,13,15312,2,1,16,4,12,0,0,0,0,1600,904,2,29,1.92,1,33,0,0
2016,7,1,7,16632,1,1,24,14,10,0,0,0,0,1600,731,2,21,1.92,1,33,0,0
2016,7,1,7,23562,1,1,34,17,17,0,0,0,0,1800,625,1,21,1.92,1,33,0,0
2016,7,1,10,24948,1,1,36,11,25,0,0,0,0,1600,702,1,21,1.92,1,33,0,0
2016,7,1,11,68943,1,2,49,25,24,0,0,0,0,1200,701,1,21,1.92,1,67,0,0
2017,7,1,1,792,1,1,4,1,3,0,0,0,0,1600,617,1,6,1.76,1,33,0,0
2017,7,1,1,792,1,1,4,1,3,0,0,0,0,1400,625,1,6,1.76,1,33,0,0
2017,7,1,1,990,1,1,5,1,4,0,0,0,0,1600,805,2,6,1.76,1,33,0,0
2017,7,1,1,1584,1,1,8,0,8,0,0,0,0,1200,611,1,6,1.76,1,33,0,0
2017,7,1,1,1608,1,2,4,4,0,0,0,0,0,1600,614,1,6,1.76,1,67,0,0
2017,7,1,1,1608,1,2,4,1,3,0,0,0,0,1200,818,2,6,1.76,1,67,0,0
2017,7,1,13,4950,2,1,5,1,4,0,0,0,0,1000,806,2,30,1.76,1,33,0,0
2017,7,1,1,6030,1,2,15,12,3,0,0,0,0,1400,811,2,6,1.76,1,67,0,0
2017,7,1,1,6138,1,1,31,20,11,0,0,0,0,1000,722,2,6,1.76,1,33,0,0
2017,7,1,12,9702,3,1,7,2,5,0,0,0,0,1200,624,1,42,1.76,1,33,0,0
2017,7,1,1,10050,1,2,25,15,10,0,0,0,0,1400,602,1,6,1.76,1,67,0,0
2017,7,1,1,14874,1,2,37,23,14,0,0,0,0,1600,616,1,6,1.76,1,67,0,0
2017,7,1,3,19698,3,2,7,4,3,0,0,0,0,1000,721,2,42,1.76,1,67,0,0
2017,7,1,10,28140,3,2,10,6,4,0,0,0,0,1200,713,1,42,1.76,1,67,0,0
2017,7,1,4,73164,3,2,26,5,21,0,0,0,0,1200,601,1,42,1.76,1,67,0,0
2014,8,1,7,792,3,1,1,0,1,0,0,0,0,1000,824,2,24,3.19,26.3,33,0,0
2014,8,1,10,9792,3,2,6,3,3,0,0,0,0,1000,708,1,24,3.19,26.3,68,3.19,0
2014,8,1,1,14032.48,1,2,9.38,1,2,2,0,0,0,1000,811,2,22,3.19,26.3,68,6.38,0
2014,8,1,2,14650.02,2,1,31.71,1,2,9,0,0,0,1200,810,2,14,3.19,26.3,33,28.71,0
2014,8,1,2,14871.78,2,1,32.19,16,13,1,0,0,0,1000,712,1,14,3.19,26.3,33,3.19,0
2014,8,1,5,21054,1,1,29,3,26,0,0,0,0,1600,712,1,22,3.19,26.3,33,0,0
2014,8,1,9,22968,3,1,29,18,11,0,0,0,0,1200,526,1,24,3.19,26.3,33,0,0
2014,8,1,11,23861.2,1,2,15.95,0,0,5,0,0,0,1400,717,1,22,3.19,26.3,68,15.95,0
2014,8,1,1,24197.58,1,1,33.33,4,7,7,0,0,0,1600,614,1,22,3.19,26.3,33,22.33,0
2014,8,1,1,29003.7,1,1,39.95,17,7,5,0,0,0,1600,803,2,22,3.19,26.3,33,15.95,0
2014,8,1,6,34272,2,2,36,32,4,0,0,0,0,1200,603,1,14,3.19,26.3,68,22.33,0
2014,8,1,6,35904,1,2,24,8,16,0,0,0,0,1800,618,1,22,3.19,26.3,68,0,0
2014,8,1,7,37536,3,2,23,6,17,0,0,0,0,1000,721,2,24,3.19,26.3,68,0,0
2014,8,1,11,47722.4,1,2,31.9,0,0,10,0,0,0,1400,623,1,22,3.19,26.3,68,31.9,0
2014,8,1,12,48082.98,1,1,66.23,1,11,17,0,0,0,1400,621,1,22,3.19,26.3,33,54.23,0
2014,8,1,6,48642,1,1,67,49,18,0,0,0,0,1400,809,2,22,3.19,26.3,33,0,0
2015,8,1,2,6860,2,1,14,4,10,0,0,0,0,1600,606,1,14,3.19,26.3,35,0,0
2015,8,1,6,12376,2,2,13,5,8,0,0,0,0,1000,529,1,14,3.19,26.3,68,0,0
2015,8,1,10,16800,3,1,20,7,13,0,0,0,0,800,523,1,24,3.19,26.3,35,0,0
2015,8,1,11,19088.96,1,2,12.76,0,0,4,0,0,0,1000,610,1,22,3.19,26.3,68,12.76,0
2015,8,1,11,24563,1,1,31.9,0,0,10,0,0,0,1400,816,2,22,3.19,26.3,35,31.9,0
2015,8,1,6,26950,2,1,55,35,20,0,0,0,0,1200,906,2,14,3.19,26.3,35,0,0
2015,8,1,11,46669.7,1,1,60.61,0,0,19,0,0,0,1200,712,1,22,3.19,26.3,35,60.61,0
2015,8,1,11,57266.88,1,2,38.28,0,0,12,0,0,0,1800,710,1,22,3.19,26.3,68,38.28,0
2015,8,1,6,67760,1,1,88,54,34,0,0,0,0,1600,613,1,22,3.19,26.3,35,0,0
2015,8,1,7,70176,3,2,43,36,7,0,0,0,0,1200,702,1,24,3.19,26.3,68,0,0
2015,8,1,11,71583.6,1,2,47.85,0,0,15,0,0,0,1600,723,2,22,3.19,26.3,68,47.85,0
2015,8,1,1,90159.3,1,1,117.09,64,18,11,0,0,0,1400,712,1,22,3.19,26.3,35,35.09,0
2016,8,1,7,4752,3,1,6,4,2,0,0,0,0,1800,625,1,24,3.19,26.3,33,0,0
2016,8,1,1,18528.18,1,2,12.57,3,0,3,0,0,0,1400,603,1,22,3.19,26.3,67,9.57,0
2016,8,1,1,28158.9,2,1,60.95,30,15,5,0,0,0,800,904,2,14,3.19,26.3,33,15.95,0
2016,8,1,6,28314,1,1,39,22,17,0,0,0,0,1400,528,1,22,3.19,26.3,33,0,0
2016,8,1,9,32160,3,2,20,14,6,0,0,0,0,800,713,1,24,3.19,26.3,67,0,0
2016,8,1,2,49517.16,2,1,107.18,0,37,22,0,0,0,1400,730,2,14,3.19,26.3,33,70.18,0
2016,8,1,6,56280,2,2,60,30,30,0,0,0,0,1000,829,2,14,3.19,26.3,67,0,0
2016,8,1,11,57898.5,1,1,79.75,0,0,25,0,0,0,1400,731,2,22,3.19,26.3,33,79.75,0
2016,8,1,5,59532,1,1,82,49,33,0,0,0,0,1600,612,1,22,3.19,26.3,33,0,0
2016,8,1,2,69798.96,2,1,151.08,1,48,32,0,0,0,1200,529,1,14,3.19,26.3,33,102.08,0
2016,8,1,12,70530.9,1,2,47.85,0,0,15,0,0,0,1600,822,2,22,3.19,26.3,67,47.85,0
2016,8,1,1,95102.48,1,2,64.52,27,12,8,0,0,0,1000,707,1,22,3.19,26.3,67,25.52,0
2017,8,1,10,0,3,2,0,0,0,0,0,0,0,1000,802,2,18,2.67,26.3,67,0,0
2017,8,1,7,2412,2,2,3,2,1,0,0,0,0,1200,901,2,12,2.67,26.3,67,0,0
2017,8,1,5,7236,3,2,6,4,2,0,0,0,0,1200,607,1,18,2.67,26.3,67,0,0
2017,8,1,7,13464,2,1,34,26,8,0,0,0,0,1200,813,2,12,2.67,26.3,33,0,0
2017,8,1,10,17226,3,1,29,23,6,0,0,0,0,1200,702,1,18,2.67,26.3,33,0,0
2017,8,1,5,23760,3,1,40,11,29,0,0,0,0,1600,827,2,18,2.67,26.3,33,0,0
2017,8,1,1,24298.56,1,1,30.68,13,7,4,0,0,0,1600,904,2,24,2.67,26.3,33,10.68,0
2017,8,1,12,34346.88,1,2,21.36,0,0,8,0,0,0,1000,630,1,24,2.67,26.3,67,21.36,0
2017,8,1,12,38063.52,1,1,48.06,0,0,18,0,0,0,1800,527,1,24,2.67,26.3,33,48.06,0
2017,8,1,6,42372,2,1,107,64,43,0,0,0,0,1200,704,1,12,2.67,26.3,33,0,0
2017,8,1,6,47436,2,2,59,31,28,0,0,0,0,1600,629,1,12,2.67,26.3,67,0,0
2017,8,1,1,48066.48,1,1,60.69,30,12,7,0,0,0,1400,618,1,24,2.67,26.3,33,18.69,0
2017,8,1,12,60107.04,1,2,37.38,0,0,14,0,0,0,1200,725,2,24,2.67,26.3,67,37.38,0
